"CountryCode","SeriesCode","DESCRIPTION",
"MDA","SP.DYN.TO65.MA.ZS","Including Transnistria.",
"MDA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"MDA","IT.NET.USER.ZS","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","IT.MLT.MAIN","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","SP.POP.0014.FE.ZS","Including Transnistria.",
"MDA","NY.GNP.PCAP.CN","Excludes Transnistria.",
"MDA","SP.POP.0014.MA.ZS","Including Transnistria.",
"MDA","IT.CEL.SETS.P2","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics.",
"MDA","NY.GDP.PCAP.KD","Excludes Transnistria.",
"MDA","SM.POP.NETM","Data source and note: United Nations World Population Prospects. Including Transnistria.",
"MDA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDA","NY.GNP.PCAP.CD","Excludes Transnistria.",
"MDA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Transnistria.",
"MDA","IS.RRS.GOOD.MT.K6","Source: OECD",
"MDA","NY.GNP.MKTP.PP.KD","Excludes Transnistria.",
"MDA","NY.GDP.PCAP.PP.KD","Excludes Transnistria.",
"MDA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MDA","NY.GDP.PCAP.PP.CD","Excludes Transnistria.",
"MDG","IT.NET.BBND","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDG","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MDG","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MDG","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"MDG","IT.CEL.SETS.P2","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDG","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDG","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)",
"MDG","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDG","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2021 are based on reports provided by the country. Long-term private nonguaranteed debt data for 2021 are World Bank staff estimates based on the market data. Short-term debt for 2021 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief. DSSI eligible and participating in 2020 and 2021.",
"MDG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MDG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MDG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MDG","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MDG","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDG","IT.NET.BBND.P2","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDG","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDG","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MDG","IT.NET.USER.ZS","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDG","IT.MLT.MAIN.P2","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDG","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"MDG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MDG","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MDG","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDG","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"MDG","IT.MLT.MAIN","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDG","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDG","IT.CEL.SETS","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications.",
"MDG","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MDG","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MDG","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MDG","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)",
"MDV","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. As part of the Maldives Monetary Authority efforts to improve the coverage of the balance of payments statistics, the methodology has been revised from 2005.",
"MDV","SM.POP.TOTL","Estimates are imputed using model estimates. ",
"MDV","IT.MLT.MAIN.P2","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MDV","IT.NET.BBND.P2","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MDV","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDV","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MDV","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDV","IT.NET.USER.ZS","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MDV","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDV","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDV","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MDV","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MDV","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MDV","IT.MLT.MAIN","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MDV","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MDV","IT.CEL.SETS","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MDV","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"MDV","ST.INT.DPRT","Includes overnight visitors (tourists) only.",
"MDV","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Arrivals by air.",
"MDV","IT.NET.BBND","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MDV","IT.CEL.SETS.P2","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives.",
"MDV","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"MDV","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MDV","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MDV","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2021 are based on reports provided by the country. Short-term debt for 2021 is based on data from the BIS. DSSI eligible and participating in 2020 and 2021.",
"MEA","SH.STA.SMSS.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.H2O.SMDW.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset.",
"MEA","SH.H2O.SMDW.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset.",
"MEA","SH.STA.SMSS.RU.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.H2O.SMDW.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEA","SH.STA.SMSS.UR.ZS","Calculated by WHO/UNICEF Joint Monitoring Programme (JMP) for Water Supply, Sanitation and Hygiene.",
"MEX","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MEX","SP.POP.GROW","Data source: United Nations World Population Prospects",
"MEX","IT.NET.BBND","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MEX","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2021 are based on reports provided by the country. Short-term debt data for 2021 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"MEX","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"MEX","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MEX","IT.CEL.SETS","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MEX","SM.POP.NETM","Data source: United Nations World Population Prospects",
"MEX","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MEX","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MEX","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"MEX","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"MEX","IT.MLT.MAIN.P2","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","IT.NET.USER.ZS","Comisión Federal de Telecomunicaciones (CFT).",
"MEX","IS.RRS.GOOD.MT.K6","Source: OECD",
